id,x,y
298,1.4545982,-0.31102124
299,0.5583646,1.8700056
300,0.5679078,2.0928614
301,0.6090517,1.646136
302,0.5655242,1.4213622
303,0.7842001,0.7419989
304,0.8887464,0.8178804
305,1.2213469,-0.23098049
306,1.1961917,-0.0025473242
307,0.7210305,2.4831808
308,0.9113262,0.6021738
309,0.862302,0.98887944
310,0.61984366,1.943169
311,0.6136768,1.7347363
312,1.2241733,-0.17627919
313,0.6180184,1.771471
314,0.7377617,1.1859342
315,0.76778454,2.2013917
316,0.9454102,0.552474
317,0.64911383,1.5063075
318,0.64246243,1.48216
319,0.54959816,1.7609758
320,1.6027298,-0.39819106
321,0.86119074,0.69585073
322,0.7987385,0.6805733
323,0.83887184,1.5558711
324,0.7809014,1.441196
325,0.6564071,2.2423158
326,0.6686069,2.3266742
327,0.731905,2.4029229
328,0.71291184,1.3274447
329,1.3197571,-0.10746767
330,1.4310585,-0.29968467
331,1.0357555,0.17553285
332,1.4410754,-0.3835568
333,0.7847892,1.129178
334,1.6227587,-0.3521918
335,0.886127,0.2674465
336,1.2664977,-0.23425381
337,0.5943656,1.738155
338,0.63980556,1.973252
339,0.62694114,1.7653651
340,0.6661859,1.5053878
341,0.7265109,1.9418832
342,1.1807117,-0.19721611
343,0.70687395,2.308035
344,0.84127873,0.6198414
345,1.484426,-0.3235012
346,0.99848026,0.35202038
347,1.9060025,-0.5362804
348,1.3089417,-0.1350235
349,0.6334797,2.07972
350,1.3001288,-0.18386243
351,1.3841125,-0.26972538
352,0.7023727,1.4591848
353,0.63278013,1.9285733
354,0.80657685,2.2508945
355,1.7077961,-0.47902524
356,1.3671181,-0.23191407
357,1.095645,-0.04702223
358,0.7171853,0.94454694
359,0.7867999,0.8989379
360,0.71901846,1.2728851
361,0.68845916,2.2174432
362,1.5406121,-0.27589148
363,0.66302145,1.4170767
364,0.6710003,1.559715
365,0.79983133,1.3131007
366,1.7727299,-0.47996846
367,0.82686615,1.0610683
368,1.3919309,-0.30446196
369,0.7162803,1.135101
370,1.5629072,-0.4147311
371,0.72960585,1.8191063
372,0.5708459,1.6736774
373,1.34187,-0.31793368
374,0.82160634,0.8418063
375,0.73037213,1.7612724
376,1.6109416,-0.35367078
377,0.6195167,2.3406737
378,0.9490616,0.5071571
379,0.5886554,1.7142813
380,1.0954521,0.1563731
381,0.63844246,1.970822
382,0.74112296,1.1584945
383,1.3750432,-0.33160034
384,0.9224451,0.5359439
385,0.6689184,1.8066857
386,0.7388874,1.4454728
387,0.68459827,1.0674605
388,0.60220337,2.1116436
389,0.61866724,1.4364328
390,0.70079744,1.3577764
391,0.56600684,1.8779889
392,0.6153394,1.8624729
393,0.94001466,0.41093978
394,0.99132013,0.3951549
395,0.62319565,1.7070403
396,0.99976397,0.4255735
397,0.7053466,1.8490953
398,1.4054219,-0.18387036
399,0.6916632,2.471646
400,1.4556878,-0.27368838
401,0.61857504,1.96228
402,0.7313616,2.417314
403,0.74236614,2.3229582
404,0.97119784,0.27898934
405,1.6607145,-0.472753
406,1.2976747,0.058068417
407,0.75662595,1.0531293
408,0.71331066,1.3269707
409,0.61588347,1.5208741
410,1.263701,-0.15244141
411,0.61579996,1.7059764
412,0.6778823,1.7450833
413,1.004799,0.16003513
414,1.1995841,-0.055897903
415,0.6472093,2.248073
416,0.6683186,1.6668023
417,1.1387479,0.04723899
418,0.7680652,0.864558
419,0.577376,2.0429971
420,1.4762992,-0.29671553
421,0.61989117,1.7916507
422,0.7811333,0.87090003
423,0.6357072,1.5511217
424,0.7916482,1.287928
425,0.6487291,1.5582485
426,0.9563999,0.31750685
427,1.6162527,-0.3818629
428,0.58954567,1.7405639
429,0.60150117,1.592687
430,1.505593,-0.33835518
431,0.9831124,0.13877344
432,0.7099651,1.5234967
433,0.693131,2.0850737
434,0.7426002,1.2132947
435,0.7444781,1.1807804
436,0.5889698,1.2940117
437,0.70399606,1.6808585
438,0.5920631,1.8080469
439,0.5744443,1.9640812
440,0.6638007,1.1684757
441,0.5883779,1.9774085
442,1.7226946,-0.4719099
443,1.218641,-0.27381253
444,1.0005342,0.7514715
445,1.6222519,-0.34285372
446,0.7676565,0.98026466
447,0.63656557,1.9357111
448,1.0088822,0.22015479
449,0.873972,0.34214094
450,0.70353174,2.2970407
451,0.7499725,1.1503826
452,0.71152157,2.0692825
453,0.7179464,2.3862698
454,0.9169017,1.0279865
455,0.7405817,1.2992659
456,1.3924352,-0.34003234
457,0.6676275,2.0987313
458,0.8317262,0.37720826
459,1.5822282,-0.51874715
460,0.5972343,1.4450469
461,0.8877912,0.9595066
462,0.67443836,1.9667301
463,1.3866438,-0.29045627
464,0.9072987,0.62363887
465,1.3896694,-0.24850085
466,1.5675924,-0.3431562
467,1.0260601,0.049108427
468,0.8577115,0.57530177
469,1.5335622,-0.3331381
470,0.5931774,2.159529
471,0.853543,0.8922105
472,1.0404507,0.043580886
473,0.89642036,0.3185852
474,1.3909609,-0.15732525
475,1.5036929,-0.4031381
476,0.76254576,0.8980626
477,1.3444526,-0.27858952
478,0.6525345,1.4987673
479,0.59090775,1.7936262
480,1.1573968,0.110057406
481,0.96920836,0.28296456
482,1.3652552,-0.1926894
483,0.79507565,0.7072887
484,0.9194002,0.3812154
485,0.60331845,1.0334058
486,0.6915649,2.4916005
487,0.72513574,2.0059237
488,0.5655914,1.3427247
489,0.7826044,2.0602748
490,1.1882018,0.13296674
491,1.4488646,-0.365522
492,1.5898453,-0.37726447
493,1.3086499,-0.36240175
494,0.8222454,0.7849466
495,0.6507485,1.6173666
496,0.7858061,0.88056487
497,1.4458512,-0.2829957
498,1.3582082,-0.26747027
499,1.6045926,-0.29276252
500,0.8883954,0.63677454
501,1.413976,-0.18091448
502,0.7444111,0.9387992
503,0.7850991,0.92516714
504,0.6690311,2.193057
505,0.8054808,0.9894608
506,1.3110454,-0.2693889
507,1.7184124,-0.4278714
508,0.56155396,1.5422565
509,0.68743116,2.4888554
510,0.554955,2.0530653
511,1.2048368,-0.022520842
512,0.7401054,1.3639125
513,0.7451318,0.443154
514,1.1100726,0.16285552
515,0.6084306,2.086691
516,1.8260796,-0.41524172
517,1.3992767,-0.16522914
518,0.8513702,0.85907686
519,1.241709,-0.22138387
520,1.341569,-0.2472902
521,0.64074886,2.2680023
522,1.4862425,-0.24748774
523,1.1497505,0.005921883
524,0.81488395,2.7227335
525,0.8186522,1.0407144
526,0.7629649,1.1418899
527,1.4892281,-0.43928325
528,0.5584331,1.9874098
529,1.2309662,-0.12735203
530,0.59674615,1.482962
531,0.5973504,1.0632694
532,0.5888611,2.0434499
533,0.71959424,1.0165992
534,0.7114855,2.1618717
535,0.7462,1.3266354
536,0.74597895,2.2412956
537,1.1039158,0.062217414
538,0.7596411,2.305031
539,1.3212998,-0.09846668
540,0.6266048,1.5556375
541,0.70569515,1.0059519
542,0.6936381,1.2696724
543,0.7149169,2.2812245
544,1.6479619,-0.39717758
545,0.7920462,1.7184366
546,1.3198316,-0.18143466
547,1.6613175,-0.45907715
548,0.6997724,1.7451406
549,1.4552794,-0.30787957
550,1.4333593,-0.30753613
551,0.8987973,0.41131413
552,0.71135753,2.2165825
553,0.64831924,2.5458868
554,1.2125325,-0.011546666
555,0.9530397,0.5287028
556,0.82523555,2.513675
557,0.7677999,2.349664
558,0.7040273,2.6861143
559,1.4710462,-0.27120274
560,1.0796858,0.10545111
561,0.81128573,1.232639
562,0.7892853,0.89324814
563,1.3841519,-0.2522059
564,1.2271976,-0.14328367
565,0.6928284,0.55932206
566,1.4504344,-0.15865484
567,0.71560043,1.6436744
568,1.2569078,-0.1759698
569,1.4868953,-0.35160145
570,1.0957122,-0.14374816
571,1.3605148,-0.21420963
572,0.7089954,1.676907
573,1.5079863,-0.31492126
574,0.7614823,0.9842571
575,1.2990942,-0.23381476
576,0.81404775,1.1837478
577,0.7670663,0.9681312
578,1.4793091,-0.4240402
579,0.68056375,1.0965158
580,0.6922216,1.3698182
581,1.7284001,-0.4288646
582,0.5516252,1.156014
583,0.50760007,1.6641041
584,1.4351696,-0.25955504
585,0.73534906,1.3398
586,0.72556126,0.54822844
587,1.5822822,-0.31248274
588,1.2695278,-0.28120404
589,1.0767416,0.15292789
590,1.5232562,-0.37066436
591,0.97922045,-0.18657322
592,0.70526975,1.7004387
593,0.7180221,0.8705525
594,0.9548885,2.0380545
595,0.7052019,1.1077665
596,1.484052,-0.25378838
597,0.8459027,0.8349948
598,0.82998955,0.64905405
599,1.6444067,-0.41691607
600,1.1404736,-0.08314581
601,1.7264537,-0.38925543
602,0.8491567,-0.21051867
603,1.6039908,-0.39911008
604,0.8790388,0.83556056
605,0.796132,1.9185818
606,0.8442499,0.72140247
607,0.5895063,1.6730273
608,0.8957399,0.5565986
609,1.1780025,-0.1418927
610,1.6903882,-0.4464769
611,1.4896634,-0.33650938
612,1.6415416,-0.4849608
613,1.4040602,-0.25764707
614,0.69626,2.0420969
615,1.4524667,-0.41153815
616,0.65033734,1.9244432
617,1.4903263,-0.36084926
618,0.5855068,1.8686005
619,0.6657315,1.9451685
620,1.4850702,-0.28355786
621,0.674458,1.3099033
622,0.77041656,1.6249659
623,1.8067042,-0.6154136
624,0.79829025,0.4226521
625,0.70085794,2.2297227
626,0.62040854,2.0697377
627,0.69241714,1.6234728
628,0.7074325,1.2465702
629,0.7734912,0.955535
630,0.6975796,1.496271
631,0.6318799,1.8993049
632,1.8126698,-0.50195915
633,1.0987751,-0.024747375
634,0.8404797,0.2988582
635,1.6688484,-0.33007652
636,0.67424506,1.3623474
637,0.8400506,0.85979754
638,0.6227822,0.9808418
639,0.8400759,0.72659695
640,0.8160001,0.70194435
641,0.74159783,1.3883703
642,0.9420887,0.5927484
643,0.7480156,1.0322629
644,0.88915867,0.6261842
645,0.94704705,0.39641598
646,0.8323029,1.5308555
647,0.8889693,1.1472998
648,0.80474186,0.99160254
649,0.847911,0.5907204
650,0.8740368,0.8727533
651,0.7241879,1.5410101
652,1.0292358,0.29158056
653,0.81520206,0.9421059
654,0.7600382,1.251507
655,1.0485821,0.26769406
656,0.91740495,0.55352366
657,0.96529084,0.507172
658,0.9290318,0.4674607
659,0.9123634,1.3065207
660,1.0479902,0.473997
661,1.0240005,0.90544254
662,0.749078,1.1080126
663,0.96509105,1.2091508
664,0.9375818,0.816996
665,0.8006367,2.068989
666,0.9775274,0.92603797
667,1.0490592,0.7770129
668,1.0354239,0.76582515
669,1.203962,2.865674
670,0.8960106,0.8698519
671,1.1077267,0.89385223
672,1.0323534,2.2810855
673,0.9707894,1.0814602
674,0.90945023,1.2317433
675,0.9595101,1.2444178
676,1.0924609,0.31008238
677,1.1406791,0.5128778
678,1.017602,0.58917636
679,0.92741746,0.92943555
680,0.90578306,0.64402384
681,1.0900209,0.7684855
682,0.92386454,0.40562475
683,1.1459867,0.36159834
684,1.3364489,2.1656027
685,0.9617513,1.3537245
686,0.9843161,1.0869617
687,1.203601,2.5892658
688,1.0315385,1.2249684
689,0.8316913,1.295418
690,1.0681742,0.3242808
691,1.0628098,1.0500247
692,1.1156113,0.4778791
693,0.9544111,0.91409534
694,1.0797325,1.2250804
695,1.5332845,2.5044186
696,1.0446538,0.40745404
697,1.034661,1.4007143
698,0.9870239,0.8555091
699,1.0416461,0.68169665
700,1.1565098,1.8661586
701,0.99306655,0.66156614
702,1.3684171,1.8713204
703,1.0094216,1.2195739
704,0.9495113,0.4973085
705,1.0704129,0.7656155
706,1.298481,2.2070749
707,1.1424029,1.0297714
708,1.223468,1.1882596
709,1.0172763,0.78446096
710,1.0162553,1.1614835
711,1.0465231,1.6146808
712,0.9303798,0.85237527
713,1.1507283,0.84704155
714,1.1437122,2.1931152
715,0.8932021,0.72247374
716,0.8126632,1.17979
717,1.1610409,1.8515159
718,1.0867971,0.7836847
719,0.8714154,0.6959309
720,1.157069,0.3265157
721,0.91481334,1.4771521
722,1.0298157,0.91529727
723,0.9656594,0.91622347
724,0.68169695,0.48784754
725,1.00571,1.3443564
726,1.0379555,0.94944626
727,1.0272286,1.1236013
728,0.86825746,1.0431869
729,1.0392777,0.8683991
730,0.83408064,1.1471943
731,1.0759981,0.4616752
732,0.8951626,0.7001427
733,1.1277682,2.0477543
734,0.8961269,1.147339
735,1.3474278,2.4718628
736,0.96849805,1.3248285
737,0.96962756,0.47421452
738,0.93123,0.48708692
739,0.97650677,0.9173571
740,1.0657094,1.8763218
741,0.7898465,1.39348
742,1.2770944,2.3542218
743,0.89471555,1.5338261
744,0.82744354,1.4791718
745,0.79472685,0.9215732
746,0.7167009,0.9746561
747,0.42322573,1.5202825
748,1.9616259,-0.6256682
749,1.5981344,-0.43362975
750,0.50638866,1.1594172
751,0.91162205,0.14068252
752,1.3121914,-0.21351701
753,1.6894234,-0.5068975
754,0.88866806,0.1197854
755,0.72304666,0.7077537
756,1.872499,-0.4962904
757,1.5134976,-0.40529454
758,1.0196629,0.012802597
759,1.3071623,-0.22266105
760,0.6877511,0.98932725
761,0.5346949,1.7341814
762,1.7375398,-0.53594416
763,1.2559019,-0.077441536
764,1.7047855,-0.46114275
765,0.6134839,1.3034254
766,0.5522064,1.4254054
767,0.8317843,0.7414767
768,1.4233531,-0.103680015
769,0.66635007,1.6042991
770,1.4467075,-0.24900112
771,0.5701688,1.4448054
772,1.4445599,-0.23688625
773,0.56109583,1.2454777
774,0.80229646,0.81579506
775,0.6170234,1.9698932
776,1.5802246,-0.43998665
777,1.2421049,-0.19511712
778,1.7859006,-0.5705836
779,1.8093915,-0.48435023
780,0.6517431,1.4390775
781,1.6151953,-0.46694466
782,2.0161707,-0.5483978
783,1.1697384,0.0021243999
784,1.799413,-0.56160975
785,0.8151089,0.5999991
786,0.675907,1.1257952
787,1.6371228,-0.3830875
788,1.3848566,-0.34662214
789,1.3460823,-0.2522817
790,1.9432842,-0.62182295
791,0.8707965,0.48605222
792,2.0437994,-0.6954629
793,0.5976811,1.7729924
794,0.97876805,0.1486184
795,0.72213817,1.3753558
796,0.92727304,-0.017162735
797,0.65628487,1.5857955
798,0.6754892,0.9584401
799,0.8867344,0.33317804
800,1.3848954,-0.19742718
801,1.4019349,-0.28800535
802,1.105914,0.1246143
803,0.7069429,1.9735415
804,0.6763712,1.2917436
805,1.1228366,-0.24777645
806,0.64154655,1.233728
807,0.7088144,1.8436728
808,0.89893603,0.023822248
809,0.88384855,0.32591772
810,1.2890702,-0.31221876
811,1.4223429,-0.2278558
812,0.807716,0.5498599
813,1.6914197,-0.44809794
814,1.4517763,-0.40395042
815,0.5778805,2.455526
816,0.73078614,0.68393564
817,1.8318901,-0.56762505
818,0.7020509,1.5113904
819,1.0340964,0.35935235
820,1.195726,-0.11342858
821,1.2487859,-0.15113457
822,1.9715017,-0.52306515
823,1.7431607,-0.3894264
824,1.7376558,-0.5315155
825,1.2029666,-0.10904875
826,0.7730281,0.8679463
827,0.7552849,2.1425662
828,1.9821298,-0.54851425
829,0.62437963,1.5602348
830,0.6137184,1.7025217
831,0.7129571,1.7796896
832,1.9493473,-0.62348115
833,1.038517,0.063033104
834,1.3155714,-0.209704
835,0.89566547,0.41328174
836,0.56828636,1.4663281
837,1.9990475,-0.57550514
838,0.9043008,0.6572939
839,0.63265944,1.5751648
840,1.3718171,-0.38470602
841,0.72133803,1.9349049
842,1.0529976,0.19824426
843,0.7694675,0.3780216
844,0.45162508,1.4669472
845,0.6051061,1.282732
846,0.6481322,2.0284588
847,1.1445733,-0.009421902
848,0.8179627,0.47204646
849,1.7765868,-0.46982843
850,0.45533687,1.5843285
851,1.548246,-0.38065225
852,2.0988584,-0.5803784
853,1.5818601,-0.38210097
854,0.67988944,1.5037199
855,1.3263401,-0.17846704
856,0.65141,1.9905394
857,1.0101141,0.29711264
858,1.6836518,-0.40542248
859,0.72239935,1.0651556
860,1.7932444,-0.52141726
861,0.8452423,2.5054147
862,0.6889627,1.4328256
863,1.8380944,-0.54247427
864,0.7143415,2.1470108
865,1.8631614,-0.620377
866,0.60336494,1.6665171
867,1.337944,-0.09872958
868,1.949319,-0.46196738
869,0.72818923,1.2315361
870,1.3512547,-0.17842725
871,0.66511947,1.3890728
872,1.8316451,-0.54067135
873,1.3645452,-0.3020888
874,1.8015646,-0.56989133
875,1.171095,-0.21765433
876,1.1931211,-0.13155074
877,0.7100978,2.2195044
878,1.1872869,-0.31874147
879,0.83696485,0.5570291
880,0.71810496,2.5322337
881,2.1991878,-0.5753721
882,1.6469399,-0.3735593
883,2.0095432,-0.5657401
884,1.7461609,-0.5127075
885,1.6022187,-0.36579865
886,0.7091949,1.1337582
887,1.4023303,-0.1975804
888,1.9182281,-0.52508265
889,0.67144334,2.14027
890,0.63546765,1.8765646
891,1.6486216,-0.41044232
892,0.6253897,0.74476844
893,1.3231868,-0.14773872
894,0.83090377,0.5151368
895,0.8481761,0.75824934
896,1.1757641,0.022700462
897,1.8194149,-0.46867335
898,0.6243584,1.3254021
899,1.1546773,-0.1894885
900,2.146603,-0.6731985
901,0.80114293,0.5997356
902,0.58616906,1.8534056
903,1.254216,-0.28957495
904,1.1752354,-0.24255852
905,1.4910392,-0.3473213
906,0.91362417,0.5106602
907,0.5707483,1.6939385
908,1.0819308,0.05336277
909,1.7565163,-0.3527299
910,1.3985088,-0.2989131
911,1.3793693,-0.22723797
912,0.6806117,1.2578194
913,1.642933,-0.39141494
914,2.0973759,-0.62809086
915,0.58209133,1.7196726
916,0.62529147,1.6093222
917,2.219914,-0.68669116
918,0.62786037,1.517182
919,1.3538978,-0.33365482
920,0.785928,0.25148538
921,0.9117259,0.60300416
922,1.0383688,0.39945084
923,1.8949066,-0.46261525
924,1.3937471,-0.19847134
925,1.8993781,-0.48837054
926,0.5408628,2.1702497
927,1.2493508,-0.08197609
928,0.6211081,1.5348104
929,2.181921,-0.6606366
930,1.8886011,-0.5382024
931,0.9314182,0.24905235
932,1.768229,-0.5114276
933,0.8634018,0.90580714
934,1.7987568,-0.48643252
935,0.8975748,0.19048798
936,1.3905867,-0.1429122
937,2.048095,-0.5856653
938,0.6667103,1.6069129
939,1.6629052,-0.3963766
940,0.6160903,1.7105769
941,0.627998,1.8568375
942,2.1761932,-0.58687973
943,1.192143,-0.15569696
944,0.65374035,1.6418482
945,1.5863773,-0.31794897
946,0.87520146,0.7992987
947,1.7680622,-0.47391915
948,1.2562865,-0.24959071
949,1.6488996,-0.40947467
950,0.9477733,0.2409269
951,1.7823659,-0.43652976
952,2.063573,-0.61542594
953,0.734923,0.5444563
954,0.75048333,1.2911564
955,1.269958,-0.2255756
956,1.396988,-0.33137754
957,1.4709008,-0.32101977
958,1.3457224,-0.24837716
959,0.6438862,2.11523
960,1.8127463,-0.40204796
961,2.0080144,-0.6202107
962,0.6263274,1.140841
963,1.0418868,-0.08712683
964,1.9320207,-0.59614056
965,0.7482477,0.96036214
966,1.7196825,-0.51905125
967,0.63419545,1.6844206
968,0.5628363,1.5817883
969,1.779293,-0.44873512
970,1.6635013,-0.51776814
971,0.62920696,1.0513963
972,1.593644,-0.3976017
973,1.730646,-0.37501281
974,0.87431395,0.39649063
975,0.92198217,0.5270128
976,0.6271396,2.2262175
977,0.8165281,0.8055265
978,1.6439465,-0.3519342
979,1.6765792,-0.50737274
980,1.3322475,-0.17491858
981,2.0137384,-0.620854
982,0.70943344,1.1788911
983,0.72784775,1.035091
984,0.789257,2.2111735
985,0.9006699,0.44125742
986,0.73390156,0.9370393
987,0.5750835,1.6048411
988,0.5800114,1.9234797
989,1.9276595,-0.5359401
